cell_line,method,seed,nsc1,nsc2,conc1_M,conc2_M,percent_growth,regret,drug1_name,drug2_name,drug1_moa,drug2_moa,burden_initial,burden_final,burden_ratio_final,nadir_burden,time_to_nadir,depth_of_response,kg_regrowth,time_to_regrowth,log_kill,log_kill_nadir,burden_auc_ratio,log_kill_auc,growth_delay,kg_biexp,ks_biexp,ttg_biexp,biexp_r2,ets_early,t_early,hypoxic_fraction,necrotic_fraction,viable_rim_thickness,auc_surface_drug1,auc_core_drug1,core_to_surface_ratio_drug1,penetration_depth_drug1,auc_surface_drug2,auc_core_drug2,core_to_surface_ratio_drug2,penetration_depth_drug2,kill_fraction_core,kill_fraction_rim,core_sparing,residual_core_burden,solver_success,n_drugs_simulated,sim_ok,sim_message,wall_s,has_fit_drug1,has_fit_drug2,setting
MDA-MB-435,ours+zero,1,279836,754143,4.999999987376214e-07,9.99999993922529e-09,-79.33200073242188,,NSC279836,bendamustine,other,alkylator,241279087.64641,243970901.0877512,1.0111564307856054,0.065740821287713,4.6000000000000005,0.934259178712287,0.1462781758078713,13.4,0.0005983115196359,1.1933354833472931,0.5872952693961507,0.2311434973409729,,0.0391313756168397,1.0876306276977457,2.9507848798098673,0.8780442726896626,0.9137146985499948,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,2.716704000731691,1.748670889647788,0.6436736903162132,400.0,4.982556569608383,3.301979971699745,0.662707974424317,400.0,-0.1508654444564556,0.0038359096313286,0.1547013540877843,0.1441867706669845,1.0,2,True,The solver successfully reached the end of the integration interval.,1.905,True,True,default
MDA-MB-435,ours+zero,4,740,24559,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,,NSC740,NSC24559,other,other,241279087.64641,244640610.33763823,1.0139320930131934,0.165105954937353,4.6000000000000005,0.834894045062647,0.1096106261469583,12.2,-0.000592209812916,0.7934078712815656,0.6507552287514017,0.1865823336931668,,0.0401593555712973,0.7000868609733615,3.861348996917582,0.8273017409835723,0.8265296473189183,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,73.75906315777168,48.38115716088716,0.6559350822745563,400.0,2.539011248752824,1.5902119445265397,0.6263115003163772,400.0,-0.1393114306330429,0.0029575180807066,0.1422689487137496,0.1455782462653048,1.0,2,True,The solver successfully reached the end of the integration interval.,1.789,True,True,default
MDA-MB-435,random,0,24559,712807,9.999999974752427e-07,2.0000000233721948e-07,-89.3499984741211,,NSC24559,capecitabine,other,antimetabolite,241279087.64641,244545136.6915789,1.01353639503957,0.5276930686820823,4.4,0.4723069313179177,0.0263613885968372,7.800000000000001,-0.0004226886098596,0.2888913115022763,0.8670015622639847,0.0619801199609101,,0.0341646687757784,0.0900294719200032,7.801857992084873,0.1061762188642178,0.3808745133172598,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,2.539011248752824,1.535229329891868,0.6046563719030315,400.0,3.54117948981554,2.320699828818254,0.6553465689871425,400.0,-0.0328781952944203,0.0002819558109178,0.0331601511053382,0.1428174629756436,1.0,2,True,The solver successfully reached the end of the integration interval.,4.571,True,True,default
MDA-MB-435,tanimoto+zero,0,740,24559,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,,NSC740,NSC24559,other,other,241279087.64641,244640610.33763823,1.0139320930131934,0.165105954937353,4.6000000000000005,0.834894045062647,0.1096106261469583,12.2,-0.000592209812916,0.7934078712815656,0.6507552287514017,0.1865823336931668,,0.0401593555712973,0.7000868609733615,3.861348996917582,0.8273017409835723,0.8265296473189183,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,73.75906315777168,48.38115716088716,0.6559350822745563,400.0,2.539011248752824,1.5902119445265397,0.6263115003163772,400.0,-0.1393114306330429,0.0029575180807066,0.1422689487137496,0.1455782462653048,1.0,2,True,The solver successfully reached the end of the integration interval.,1.809,True,True,default
MDA-MB-435,random,1,743414,761432,4.999999873689376e-06,4.999999969612645e-09,-52.07500076293945,,sunitinib,NSC761432,kinase_inhibitor,other,241279087.64641,240412559.53041664,0.9964086066287547,0.0243355591562268,4.4,0.9756644408437732,0.2175316210793314,,0.0069791895987023,1.6250313717573917,0.4697249542078315,0.3281563672451412,,0.0352958892542965,1.4720064827254755,2.4750277497182025,0.8993237646951141,0.9651000556154308,5.25,0.190568164729299,0.0498007529556812,171.0691823899371,21.67723172355619,14.233308319151202,0.6566017515827063,400.0,9.51437302409918,6.220730237714535,0.6538245055094961,400.0,-0.0975489874266957,0.0100644022243761,0.1076133896510718,0.1250372901226002,1.0,2,True,The solver successfully reached the end of the integration interval.,6.606,True,True,default
MDA-MB-435,tanimoto+zero,4,740,24559,1.0000000116860974e-07,9.999999974752427e-07,-92.08999633789062,,NSC740,NSC24559,other,other,241279087.64641,244640610.33763823,1.0139320930131934,0.165105954937353,4.6000000000000005,0.834894045062647,0.1096106261469583,12.2,-0.000592209812916,0.7934078712815656,0.6507552287514017,0.1865823336931668,,0.0401593555712973,0.7000868609733615,3.861348996917582,0.8273017409835723,0.8265296473189183,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,73.75906315777168,48.38115716088716,0.6559350822745563,400.0,2.539011248752824,1.5902119445265397,0.6263115003163772,400.0,-0.1393114306330429,0.0029575180807066,0.1422689487137496,0.1455782462653048,1.0,2,True,The solver successfully reached the end of the integration interval.,1.738,True,True,default
OVCAR-8,no_treatment,-1,-1,-1,0.0,0.0,,,,,,,241279087.64641,244307242.44601148,1.012550423781605,1.0,0.0,0.0,-0.0005289501584925,0.0,0.0,0.0,1.0,0.0,,0.001098475822591,6.230461558811701e-22,0.0,-4.4497688561597695,-0.0250950517930392,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,,,,,,,,,0.0,0.0,0.0,0.1416738683806418,1.0,0,True,The solver successfully reached the end of the integration interval.,0.151,,,default
MDA-MB-435,random,4,27640,754143,7.000000135093387e-09,9.99999993922529e-09,-62.209999084472656,,NSC27640,bendamustine,other,alkylator,241279087.64641,242797735.32137996,1.0062941537527508,0.0370804777789883,4.6000000000000005,0.9629195222210116,0.2002101998053334,15.4,0.0026917101779899,1.4420252873279011,0.5031067008218417,0.2983398983161319,,0.0365433938923235,1.264205755595276,2.724352282667834,0.8970803838320616,0.9550593735767908,5.25,0.1968849621189929,0.0578624312878497,168.55345911949686,9.564820525819265,6.239121628772692,0.6522988708393237,400.0,4.982556569608383,3.305537819240062,0.6634220350657994,400.0,-0.2105242720442244,0.0082578537188469,0.2187821257630713,0.1377229143989611,1.0,2,True,The solver successfully reached the end of the integration interval.,8.572,True,True,default
OVCAR-8,act_hamming+zero,2,740,3053,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,,NSC740,dactinomycin,other,dna_intercalator,241279087.64641,244454666.50988203,1.013161434314298,0.2608981990767322,4.800000000000001,0.7391018009232677,0.0743156331269721,11.0,-0.0002619903810309,0.5945851562238009,0.7259216929355123,0.1391102252506204,,0.0412168291400185,0.4377287029165926,4.933238778457227,0.623319922686619,0.7334306012593867,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,61.005743661518544,39.982318180566935,0.655386128925876,400.0,0.2050804643318288,0.0789172214968239,0.3848110143203721,400.0,-0.0980289030624985,0.0014944998609971,0.0995234029234957,0.1437704026095202,1.0,2,True,The solver successfully reached the end of the integration interval.,2.0,True,True,default
OVCAR-8,act_hamming+zero,8,740,3053,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,,NSC740,dactinomycin,other,dna_intercalator,241279087.64641,244454666.50988203,1.013161434314298,0.2608981990767322,4.800000000000001,0.7391018009232677,0.0743156331269721,11.0,-0.0002619903810309,0.5945851562238009,0.7259216929355123,0.1391102252506204,,0.0412168291400185,0.4377287029165926,4.933238778457227,0.623319922686619,0.7334306012593867,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,61.005743661518544,39.982318180566935,0.655386128925876,400.0,0.2050804643318288,0.0789172214968239,0.3848110143203721,400.0,-0.0980289030624985,0.0014944998609971,0.0995234029234957,0.1437704026095202,1.0,2,True,The solver successfully reached the end of the integration interval.,2.101,True,True,default
MDA-MB-435,tanimoto+zero,1,713563,753082,9.999999747378752e-05,4.999999987376214e-07,2.67549991607666,,arsenic trioxide,pazopanib,other,kinase_inhibitor,241279087.64641,244508671.1004191,1.0133852605524685,0.5816484527148394,4.4,0.4183515472851605,0.0219937409468109,7.4,-0.0003579235275842,0.2466121240690464,0.8841122265510776,0.0534926034503766,,0.0323607207068733,0.0768491457630769,7.919604874195516,0.0831637254004631,0.3304231737651337,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,2.308439627427034,1.388526627902427,0.60150008317526,400.0,1.7043675242828893,1.0180091178441162,0.5972943648245366,400.0,-0.0265142852955992,0.0002214277591084,0.0267357130547077,0.142622848382189,1.0,2,True,The solver successfully reached the end of the integration interval.,5.148,True,True,default
OVCAR-8,hamming+zero,2,740,3053,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,,NSC740,dactinomycin,other,dna_intercalator,241279087.64641,244454666.50988203,1.013161434314298,0.2608981990767322,4.800000000000001,0.7391018009232677,0.0743156331269721,11.0,-0.0002619903810309,0.5945851562238009,0.7259216929355123,0.1391102252506204,,0.0412168291400185,0.4377287029165926,4.933238778457227,0.623319922686619,0.7334306012593867,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,61.005743661518544,39.982318180566935,0.655386128925876,400.0,0.2050804643318288,0.0789172214968239,0.3848110143203721,400.0,-0.0980289030624985,0.0014944998609971,0.0995234029234957,0.1437704026095202,1.0,2,True,The solver successfully reached the end of the integration interval.,2.071,True,True,default
OVCAR-8,hamming+zero,8,740,3053,1.0000000116860974e-07,9.99999993922529e-09,-26.979999542236328,,NSC740,dactinomycin,other,dna_intercalator,241279087.64641,244454666.50988203,1.013161434314298,0.2608981990767322,4.800000000000001,0.7391018009232677,0.0743156331269721,11.0,-0.0002619903810309,0.5945851562238009,0.7259216929355123,0.1391102252506204,,0.0412168291400185,0.4377287029165926,4.933238778457227,0.623319922686619,0.7334306012593867,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,61.005743661518544,39.982318180566935,0.655386128925876,400.0,0.2050804643318288,0.0789172214968239,0.3848110143203721,400.0,-0.0980289030624985,0.0014944998609971,0.0995234029234957,0.1437704026095202,1.0,2,True,The solver successfully reached the end of the integration interval.,2.136,True,True,default
OVCAR-8,ours+zero,2,125066,681239,9.999999974752427e-07,3.000000106112566e-07,-93.2300033569336,,bleomycin,bortezomib,dna_cleaver,proteasome,241279087.64641,239352656.16782084,0.9920157544635102,0.0323399376069753,5.0,0.9676600623930248,0.2346233435347393,,0.0088980904090695,1.5011925491892562,0.4277615084962626,0.3687982973702937,,0.0328628492392423,1.0835714380550263,3.131106751176711,0.860379774020477,0.9668361273222053,5.25,0.190568164729299,0.0523986702186213,171.0691823899371,0.0469345509671727,0.026712778131908,0.5691495408274302,400.0,2.8664938663465582,1.7605570188239394,0.6141848198223525,400.0,-0.3085902128309796,0.0208490037637232,0.3294392165947029,0.1305059853309828,1.0,2,True,The solver successfully reached the end of the integration interval.,1.815,True,True,default
OVCAR-8,ours+zero,8,125066,681239,9.999999974752427e-07,3.000000106112566e-07,-93.2300033569336,,bleomycin,bortezomib,dna_cleaver,proteasome,241279087.64641,239352656.16782084,0.9920157544635102,0.0323399376069753,5.0,0.9676600623930248,0.2346233435347393,,0.0088980904090695,1.5011925491892562,0.4277615084962626,0.3687982973702937,,0.0328628492392423,1.0835714380550263,3.131106751176711,0.860379774020477,0.9668361273222053,5.25,0.190568164729299,0.0523986702186213,171.0691823899371,0.0469345509671727,0.026712778131908,0.5691495408274302,400.0,2.8664938663465582,1.7605570188239394,0.6141848198223525,400.0,-0.3085902128309796,0.0208490037637232,0.3294392165947029,0.1305059853309828,1.0,2,True,The solver successfully reached the end of the integration interval.,1.82,True,True,default
OVCAR-8,tanimoto+zero,2,1390,713563,0.0001999999949475,9.999999747378752e-05,-43.05500030517578,,NSC1390,arsenic trioxide,other,other,241279087.64641,244547554.39176884,1.013546415386603,0.4816613228779001,4.4,0.5183386771220999,0.0306134427056698,8.200000000000001,-0.0004269822493702,0.3285309270796688,0.8514803671684417,0.0698253612406724,,0.0356156999391043,0.1036002100845936,7.669761360737219,0.1307084290268572,0.4288722102265048,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,9.765587997067096,6.151949240315695,0.6299619891975078,400.0,2.3689685491773296,1.4385701879093649,0.6072559251193674,400.0,-0.0378433788101186,0.0003423215994525,0.0381857004095712,0.1428947097059818,1.0,2,True,The solver successfully reached the end of the integration interval.,2.05,True,True,default
OVCAR-8,random,2,8806,754143,1.0000000116860974e-07,9.99999993922529e-09,12.972000122070312,,melphalan,bendamustine,alkylator,alkylator,241279087.64641,244404637.72183788,1.0129540860996966,0.1244182360417228,4.4,0.8755817639582772,0.104859346989292,12.000000000000002,-0.0001731008929036,0.9163886614267962,0.6653812747198553,0.1769294252890597,,0.0408424659961687,0.8280982818020332,3.463308032724997,0.7676314705869939,0.8349410413676313,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0342117755132451,0.0224002312830854,0.6547520830777436,400.0,4.068882418645005,2.6885537394213412,0.6607597523834732,400.0,-0.110254383422008,0.0019606113785177,0.1122149948005257,0.1440038732462216,1.0,2,True,The solver successfully reached the end of the integration interval.,4.454,True,True,default
PC-3,no_treatment,-1,-1,-1,0.0,0.0,,,,,,,241279087.64641,244307242.44601148,1.012550423781605,1.0,0.0,0.0,-0.0005289501584925,0.0,0.0,0.0,1.0,0.0,,0.001098475822591,6.230461558811701e-22,0.0,-4.4497688561597695,-0.0250950517930392,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,,,,,,,,,0.0,0.0,0.0,0.1416738683806418,1.0,0,True,The solver successfully reached the end of the integration interval.,0.158,,,default
OVCAR-8,random,8,85998,713563,9.999999747378752e-05,9.999999747378752e-05,-19.92300033569336,,streptozocin,arsenic trioxide,alkylator,other,241279087.64641,244542079.17751935,1.0135237229340457,0.4977548232135504,4.4,0.5022451767864495,0.0293915163404253,8.0,-0.0004172586520062,0.3142572241950865,0.8558886213903711,0.0675827473120354,,0.0352202177222716,0.0996182429265712,7.710893612254829,0.1254932692166842,0.4157838599562554,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.014237267842602,0.0090992118930272,0.6391122224869425,400.0,2.3689685491773296,1.4367297712935656,0.60647903991486,400.0,-0.0358100160113232,0.0003274458374477,0.0361374618487709,0.1428557511738864,1.0,2,True,The solver successfully reached the end of the integration interval.,5.028,True,True,default
OVCAR-8,tanimoto+zero,8,1390,713563,0.0001999999949475,9.999999747378752e-05,-43.05500030517578,,NSC1390,arsenic trioxide,other,other,241279087.64641,244547554.39176884,1.013546415386603,0.4816613228779001,4.4,0.5183386771220999,0.0306134427056698,8.200000000000001,-0.0004269822493702,0.3285309270796688,0.8514803671684417,0.0698253612406724,,0.0356156999391043,0.1036002100845936,7.669761360737219,0.1307084290268572,0.4288722102265048,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,9.765587997067096,6.151949240315695,0.6299619891975078,400.0,2.3689685491773296,1.4385701879093649,0.6072559251193674,400.0,-0.0378433788101186,0.0003423215994525,0.0381857004095712,0.1428947097059818,1.0,2,True,The solver successfully reached the end of the integration interval.,1.857,True,True,default
PC-3,act_hamming+zero,9,681239,750690,3.000000106112566e-07,1.0000000116860974e-07,-37.0,,bortezomib,everolimus,proteasome,kinase_inhibitor,241279087.64641,227551035.86080104,0.9431030185022616,0.0081255776500059,4.4,0.991874422349994,0.296302532996948,,0.0308575249012568,2.101418456314753,0.3428692444740538,0.4648714695489548,,0.0292167832843008,1.8790121863625389,2.182001341040853,0.828918644768839,0.9886529764087074,5.25,0.1610029557745819,0.0,183.6477987421384,16.44251124641934,10.67011259797333,0.6489344868349683,400.0,0.1288778901525277,0.0834014644594357,0.6471355510299678,400.0,0.525047741352065,0.0286457284864914,-0.4964020128655735,0.0717837355079552,1.0,2,True,The solver successfully reached the end of the integration interval.,4.201,True,True,default
PC-3,act_hamming+zero,1,740,6396,9.99999993922529e-09,1.0000000116860974e-07,-31.86000061035156,,NSC740,thiotepa,other,alkylator,241279087.64641,244486488.09658664,1.0132933213626745,0.50452032924718,4.4,0.4954796707528199,0.0287864762310961,8.200000000000001,-0.0003185204538241,0.308394030723907,0.8586859542853323,0.0661656408933639,,0.0349623919750323,0.0973942958006535,7.740407324256677,0.126339824923508,0.4132428220005706,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,5.297392148459928,3.308329781879236,0.6245204600986624,400.0,6.333358819046819e-05,4.0676779569410315e-05,0.6422623560673646,400.0,-0.0413012741383478,0.000367915308324,0.0416691894466718,0.1427395727684453,1.0,2,True,The solver successfully reached the end of the integration interval.,6.707,True,True,default
PC-3,act_hamming+zero,6,740,6396,9.99999993922529e-09,1.0000000116860974e-07,-31.86000061035156,,NSC740,thiotepa,other,alkylator,241279087.64641,244486488.09658664,1.0132933213626745,0.50452032924718,4.4,0.4954796707528199,0.0287864762310961,8.200000000000001,-0.0003185204538241,0.308394030723907,0.8586859542853323,0.0661656408933639,,0.0349623919750323,0.0973942958006535,7.740407324256677,0.126339824923508,0.4132428220005706,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,5.297392148459928,3.308329781879236,0.6245204600986624,400.0,6.333358819046819e-05,4.0676779569410315e-05,0.6422623560673646,400.0,-0.0413012741383478,0.000367915308324,0.0416691894466718,0.1427395727684453,1.0,2,True,The solver successfully reached the end of the integration interval.,6.716,True,True,default
